WE1_counts	WE2_counts	M1_counts	M2_counts	M3_counts
YMR199W	2897	2784	5798	4349	4541
YER118C	4834	5160	5284	6364	3770
YBL011W	8719	11098	10594	9396	7012
YMR162C	3638	5968	5315	4981	3563
YEL009C	77041	99702	80253	70128	62005
YKR106W	0	0	2	6	0
YDR498C	1296	1791	2789	2318	2024
YLL066C	0	0	0	0	0
YDR111C	2072	3004	1680	1507	1326
YBR023C	14999	27776	22377	22724	16388
YLR419W	3695	3838	4709	5606	3301
YJR069C	2238	2731	3532	3737	2957
YKR055W	638	1052	1378	1525	1043
YIR035C	2395	4268	3708	2452	3003
YJR034W	532	802	770	655	674
YOR003W	752	1067	845	796	642
YNL026W	2865	3719	4766	4987	3637
YGR206W	548	590	561	505	556
YGL189C	103332	115626	134897	102148	100654
YPR036W-A	751	3717	1986	490	1637
YDR211W	7784	9677	10515	11671	7618
YOR125C	653	1169	1303	821	940
YDR261C-D	0	0	0	0	0
YPR167C	380	306	478	458	411
YJL045W	8	11	249	184	173
YNL306W	4757	8757	8123	7461	6774
YOR297C	1281	1400	2199	1774	1633
YDR060W	21187	17781	17121	22216	12399
YCL033C	626	1753	1343	1217	1107
YHR196W	10593	8504	8788	18090	7054
YER014C-A	138	20	193	149	156
YDR277C	347	808	2040	1755	880
YPR067W	1002	1619	1793	1311	1345
YML092C	3697	5261	7978	6937	5567
YML025C	1929	3017	3462	2783	2181
YLR100W	11864	13395	11607	9112	9046
YJR134C	3389	3011	4348	4292	3143
YBR167C	939	975	1034	892	850
YPL196W	792	1339	1778	1150	1342
YJL149W	1042	1733	1812	2463	1244
YNR017W	7777	11426	6257	5306	4682
YNL168C	2126	2599	3778	3583	2899
YFR037C	5422	6174	7258	6601	5133
YDR364C	1584	1788	2315	2497	1773
YHR077C	5540	4943	6321	6823	4420
YPL056C	277	496	59	39	47
YIL056W	1611	3172	3658	2656	2514
YDR461W	0	0	0	0	0
YNL113W	5185	4734	4884	5481	3993
YLR229C	8600	13166	14596	12501	11594
YJR052W	1162	1355	1796	1450	1387
YPR109W	1180	1843	2623	2147	2006
YLR292C	3767	4428	4702	4267	4023
YKL020C	3952	6355	7640	6699	5496
YFR019W	1969	3806	2844	2878	1857
YLR312W-A	1696	2388	3345	3163	2201
YGL120C	11997	11782	12764	16283	9429
YBR009C	23727	21051	31433	31012	26004
YDL166C	3584	3740	2055	1922	1616
YPL152W-A	1	2	0	0	0
YGL212W	212	429	453	385	322
YNL008C	3445	3804	4890	5189	2580
YOL111C	1625	2018	2700	2349	1987
YDR004W	1055	1414	2093	1801	1507
YMR312W	1769	2316	2335	2311	1840
YIL161W	903	838	1009	1112	853
YOL144W	7123	3754	3986	4510	2883
YPL121C	26	23	20	18	28
YGL178W	2533	4505	3951	3503	2717
YPL249C-A	52334	62569	71741	61140	55316
YGR121C	2867	3348	5388	3843	3859
YDL134C	5452	7525	9634	7623	8090
YLR243W	2592	2227	3018	3418	2227
YGR096W	731	1037	814	915	550
YMR122W-A	6037	24870	14396	11867	10192
YJR112W	695	832	540	579	399
YDL231C	10680	17291	13363	14407	8900
YIL069C	43001	63209	49252	46132	41263
YJR083C	473	539	856	682	687
YGR066C	65	85	34	73	26
YNL135C	22841	31506	32571	29709	26186
YAL030W	919	803	630	790	738
YGL147C	156241	175499	166201	164581	145632
YBR263W	25824	34151	33181	36096	25315
YOL086C	359969	471761	639554	373109	439675
YBL001C	4120	5881	5463	4141	4491
YNR035C	3710	4897	6657	5814	5146
YDR381C-A	527	705	657	493	528
YKL141W	3220	9416	5223	3078	3687
YMR252C	739	1033	902	764	816
YCR101C	0	204	86	141	22
YGL246C	3144	3035	3821	4082	2795
YDR045C	2225	2572	2085	2136	1613
YPL232W	3086	4426	4992	4082	3526
YEL017W	2726	3242	5394	3759	3690
YGR252W	2045	2527	3295	2938	2351
YGR003W	1689	2151	2518	4898	1947
YDR517W	2716	3948	4807	4267	3519
YGR074W	1938	2461	3222	4063	2428
YOR256C	4357	5939	6079	6236	4129
YPR011C	1166	2117	1234	1077	965
YHL040C	4285	8069	1452	2356	1122
YOR361C	28261	32321	53843	53213	37266
YGR029W	1459	2144	1756	2113	1340
YOR334W	985	1012	1292	1090	954
YGL078C	13776	15134	10765	13341	8656
YER151C	4438	4942	4996	5634	3418
YOL024W	81	79	4	64	7
YPL209C	286	267	330	341	168
YOR382W	10649	5823	14	27	11
YEL039C	21	156	1401	366	992
YKL189W	474	732	1005	917	719
YPL254W	2402	2292	3212	3054	2388
YLL012W	14652	9166	6756	5221	5091
YCR076C	274	529	1093	845	795
YLR438W	1211	15069	12734	10678	8502
YCR094W	3502	3802	4166	4802	2835
YNL190W	14844	21800	7172	5287	4588
YDR234W	20874	22638	9037	9877	6626
YDL239C	462	568	563	436	346
YER039C	170	369	646	454	404
YIR029W	202	260	321	292	207
YKR049C	202	727	782	510	502
YPR179C	1006	1114	1627	1404	1010
YDL149W	824	1197	1454	1357	1019
YPL002C	764	1233	1783	1778	1298
YJR075W	8986	9582	8131	10396	5899
YPR124W	9513	8317	7068	8295	4333
YLL029W	7103	11553	6455	6340	4862
YLR127C	1316	1410	1583	1524	1157
YER017C	6517	10755	10144	10852	6750
YKR063C	2224	2268	2016	2206	1505
YLR027C	18522	34549	30432	25975	22612
YDL132W	5767	7038	8539	7671	5501
YHR097C	388	632	897	602	694
YMR096W	752	1267	1038	1164	843
YGR229C	11100	9858	11627	12594	8434
YDR365W-B	0	0	0	0	0
YER082C	6905	5824	6252	8415	4692
YKL069W	1432	2343	1758	1851	1373
YMR003W	648	787	796	704	570
YPL177C	2999	4035	4641	3427	2954
YKL092C	1621	1783	2386	2220	1750
YDR322C-A	3142	6380	4983	4332	4121
YLR260W	1175	2782	2250	2057	1432
YDL241W	1121	4382	1771	1200	1183
YKL152C	291980	363931	457346	330026	373983
YNL277W-A	4	10	0	0	0
YJR019C	387	1287	1044	622	793
YBL082C	6935	12324	6678	7798	4780
YDL081C	79489	80157	115544	76129	71980
YLR149C	184	293	625	587	780
YMR138W	764	957	599	620	482
YFL018C	7877	12431	24550	19191	15719
YJL139C	2101	2756	2912	3858	2122
YPL097W	1195	2341	2712	2528	1683
YOR339C	75	52	65	89	29
YPL079W	80928	107745	90765	88082	77792
YLR375W	4183	5579	5789	4661	4638
YMR038C	4412	5284	3936	3096	2970
YJL066C	452	1092	1027	761	831
YOR106W	1288	1587	1442	1438	1041
YGR117C	1838	2763	2231	2435	1530
YOR342C	3560	3076	3631	3754	2592
YFR029W	800	1450	998	1108	757
YBR153W	1246	1362	2105	2249	1738
YOR073W	963	1278	1639	1395	1133
YOR008C	4341	5382	5056	5236	3555
YDR291W	1706	2326	2909	3286	2054
YMR289W	713	1513	1441	1253	1046
YAL015C	803	693	1324	1046	962
YBR240C	143	100	188	157	121
YIL157C	1712	3362	1499	1312	1193
YMR030W-A	170	108	171	123	114
YNL074C	2099	3458	3586	3016	2575
YPL151C	1905	2343	2420	2286	1800
YKL007W	2662	3494	6031	4425	4522
YLR180W	50719	90604	66132	73122	50160
YJL213W	1683	1406	14843	14667	10477
YLR406C	26904	25837	18718	18302	15327
YDR416W	2435	2663	2804	2977	2126
YDR160W	1507	2377	2413	2214	1673
YOL065C	658	732	1395	1146	984
YMR181C	1926	2239	1418	954	1204
YBL022C	7338	13229	12023	12410	7316
YPL215W	1793	2434	3748	3066	2699
YOL130W	4605	6730	6947	8412	4924
YDR125C	206	270	333	304	213
YHR214W	134	34	126	186	100
YLR460C	0	0	36	44	18
YLL046C	23	20	2	2	0
YLR051C	4217	3733	3105	3497	2657
YLR004C	362	215	2441	2499	1600
YFR012W	0	0	0	0	0
YPR201W	242	180	0	0	0
YIL073C	739	1053	1167	810	832
YGR222W	1213	1521	1658	1353	1216
YNR072W	133	118	60	40	38
YOL047C	12	24	8	2	2
YHR012W	1606	2326	2959	2716	2210
YIL022W	7433	11238	9548	9592	6298
YNL248C	13229	13636	16503	20351	13567
YDR440W	1079	1178	1486	1466	1127
YLR454W	6523	9160	12408	11249	7603
YBR025C	52760	65923	78458	73408	59772
YDL186W	507	489	432	336	345
YKL128C	2294	2785	3916	3559	2791
YER170W	222	311	627	541	358
YPL096C-A	748	1198	837	742	679
YKL222C	601	1131	846	941	587
YLR139C	1330	2038	1981	2105	1298
YMR277W	5447	7596	6165	6551	4081
YML049C	3689	5804	5764	6087	4414
YCR068W	591	1600	1636	1249	1057
YLR330W	4527	5705	7395	6111	4612
YGL125W	688	1926	1102	785	954
YLR164W	230	236	336	236	346
YKR104W	0	0	256	292	145
YER116C	636	906	587	559	469
YMR160W	662	1177	1698	1548	1209
YCL073C	0	2	0	2	2
YMR197C	1101	1265	2033	1789	1585
YAR071W	200	64	0	134	0
YLL060C	154	168	283	247	205
YKL219W	5174	3340	4206	4024	2433
YJR005C-A	4	13	1	2	0
YJR032W	2756	3141	2972	3256	2167
YIR037W	4597	6309	8085	6828	6314
YGL012W	49585	82016	44749	51751	31673
YGR129W	527	587	626	701	468
YMR073C	838	1583	1650	1416	1246
YAR018C	2201	1336	1596	1437	1044
YPR158W-B	0	0	0	0	0
YDR213W	1556	1356	1280	1209	828
YNL053W	2544	4157	2892	3208	2390
YGR208W	3635	4140	5568	5091	4247
YNL024C	617	391	493	539	387
YKR079C	8575	8965	8775	12677	6536
YMR055C	795	1427	1100	1066	885
YDR066C	647	650	970	721	771
YOR190W	195	146	288	204	169
YOR127W	4260	6649	5682	5852	3877
YPR165W	16031	24328	25891	20230	19475
YJL047C	1114	1633	2098	1931	1544
YDR275W	812	598	738	685	540
YEL061C	1709	1787	2550	2577	1705
YML027W	2151	2572	2265	2120	1642
YGR021W	380	696	698	899	469
YHR194W	1223	2339	1991	2218	1245
YGR288W	0	933	584	396	419
YOR295W	493	675	768	643	628
YLR102C	533	725	731	586	500
YPR030W	274	467	546	519	341
YDL208W	18201	19518	13143	14658	11024
YKL039W	10788	16934	16167	15751	10340
YFL037W	19766	28098	44437	40730	32467
YLL006W-A	0	43	21	12	10
YPL198W	38969	46543	55010	11804	5950
YDR366C	3	18	0	4	6
YFR035C	861	1396	1217	1171	903
YNL111C	10367	13868	14380	11742	12301
YPL058C	5112	7105	7899	5091	7722
YNL182C	7399	6282	7464	10091	5959
YNR011C	1597	2009	2133	2307	1506
YIL050W	887	1481	1377	1067	1012
YLR309C	5831	5944	5785	5507	4017
YDR153C	2863	3377	3507	3687	2618
YGL006W-A	0	18	29	46	12
YJL170C	133	120	101	140	126
YKL026C	57	167	254	219	240
YIR005W	336	337	545	449	367
YLR372W	53613	57482	60457	54735	45088
YLR389C	12588	13224	14968	15820	9988
YDL168W	5068	8866	7187	7552	5768
YBR234C	14954	25551	24499	18462	18204
YBR261C	2317	3809	2323	2401	1913
YPR088C	8286	10116	11100	11590	7634
YNL253W	1016	1048	1741	1640	1283
YNL287W	13074	15985	28663	24687	19541
YOL146W	641	442	682	627	567
YHR144C	1612	1667	1862	3038	1397
YDR006C	4449	5757	5864	5978	4841
YGR123C	7824	8136	9317	11607	7040
YMR314W	7153	9386	10661	10149	7904
YPL118W	3064	3915	4568	3880	3192
YLR241W	5262	7251	8561	6693	5655
YGR090W	9889	11553	17441	29222	12798
YDL233W	592	971	724	770	525
YNL132W	16434	17113	15920	21062	11614
YDL120W	2000	3112	2916	3125	2337
YJR149W	496	814	620	453	438
YKL048C	1130	1418	1732	1533	1351
YNL137C	5689	9417	8548	7981	5901
YAL036C	10530	6484	11614	13874	9535
YBL003C	32898	30012	49080	42549	39359
YHR005C-A	7889	9753	8424	7625	6689
YHR208W	8117	13992	12670	17362	9643
YDL065C	2064	2145	2153	2576	1646
YGL244W	4038	4005	4968	4899	3376
YNL229C	3193	3446	3709	3366	2698
YDL030W	1879	1571	1712	1978	1287
YEL011W	613	1499	5618	1219	3909
YGR001C	2825	3100	3308	4539	2368
YGR250C	1083	3974	3087	1683	2437
YDR515W	859	853	929	1026	605
YOR254C	26145	22192	25719	30503	17836
YOR201C	3574	5346	2923	3016	2334
YHL046C	0	0	0	0	0
YHR119W	4778	6064	6407	6299	4681
YHR076W	2134	2228	3158	3122	2201
YOR336W	6072	7209	6861	7351	4633
YPL252C	1477	2937	2106	2320	1559
YOR094W	1710	2012	1793	1684	1460
YER157W	2100	2282	3989	3915	2911
YOL022C	5300	5203	5508	6580	4104
YEL037C	5949	6819	6675	6675	4920
YBL059W	274	452	435	392	285
YFL061W	12	14	0	0	0
YNL196C	262	503	205	149	135
YLL014W	2891	3412	4272	3558	3549
YCL050C	14513	13715	16404	15524	11777
YCR021C	126	405	148	188	100
YPR079W	1391	2115	1088	1038	756
YDR170C	15258	20975	17704	18411	13229
YPR122W	944	1400	906	1019	588
YHR048W	883	896	606	530	443
YOR159C	1253	1560	1428	1373	1188
YJL039C	9633	13264	16435	18041	11907
YBR006W	551	979	1802	1526	1492
YJL062W-A	966	2838	1675	1094	1318
YNL212W	2938	3889	5608	5256	4131
YDR387C	1710	3619	2464	2075	1810
YER015W	379	590	832	609	462
YML006C	1669	1767	2148	2173	1752
YPR046W	422	540	388	403	273
YDR439W	920	1097	1002	944	763
YLR401C	7862	7250	5479	7345	4182
YLR125W	103	107	82	63	69
YLR070C	95	394	384	197	272
YDL130W	10077	17174	32626	20748	18626
YLR025W	2649	3543	3685	3536	2795
YER139C	696	647	781	670	601
YMR094W	271	539	601	701	477
YDR341C	25401	31727	41432	43280	30159
YJL013C	611	698	915	901	699
YGR174W-A	4	10	10	0	0
YER019C-A	5624	7216	6456	5539	4903
YKR021W	1807	3059	3166	3006	2261
YNL018C	59	8	16	8	4
YKL067W	1486	2316	8560	6929	6573
YKL090W	948	1178	1500	1379	978
YMR005W	2130	2565	3006	2931	2232
YLR262C	1528	1737	3061	2663	2278
YDL243C	469	525	218	136	164
YPL175W	2201	3027	2895	2835	2192
YKL105C	2669	2983	2149	1681	1381
YDL087C	317	515	368	400	217
YKL150W	4962	11210	21039	16110	14307
YOR173W	402	877	635	439	446
YOR104W	1518	1958	1890	1924	1391
YFR031C-A	101750	168102	149861	127273	108136
YPL091W	7709	17838	11101	10722	8455
YML068W	1120	1837	1447	1281	1147
YGR109W-B	0	0	0	0	0
YIR008C	1667	2170	3057	3208	2241
YKL186C	1703	1744	2372	2100	1622
YPL217C	21987	22771	15079	21227	11750
YDR524C	2533	4384	3652	3745	2771
YDR293C	9552	19429	16049	12297	10749
YBR155W	4168	2966	3659	4717	2542
YEL023C	700	616	854	896	556
YOR071C	3210	1023	1287	1146	788
YGL079W	1102	1364	1448	1139	1059
YAL017W	1823	1982	7058	5035	5036
YBR242W	4076	4382	3648	4155	2838
YNL158W	1021	1362	1143	1288	801
YBR108W	964	1407	1668	1325	1146
YJL151C	1839	3338	2470	2490	1759
YPL153C	1288	1323	2027	1784	1234
YLR182W	2851	3679	5209	4672	3594
YKL001C	976	962	1264	1137	1056
YBR173C	3294	4881	5185	4587	4259
YHR045W	6110	5673	5644	5082	3349
YMR308C	22025	30893	30394	33600	23292
YGL162W	1155	1523	521	284	256
YOR271C	6676	8151	6511	7719	5193
YMR183C	3453	4075	6982	6212	4475
YDR414C	4151	4433	4342	4413	3051
YOL132W	35	45	38	67	43
YHR216W	6608	7260	840	845	594
YNL260C	636	765	491	493	348
YBL020W	5860	7282	8646	8155	6174
YHR010W	80642	96366	86431	87621	74020
YDR400W	2555	1954	3221	2588	2509
YNL231C	5369	6126	7496	6796	6101
YIL024C	861	1621	416	485	255
YLL021W	8733	8983	8291	9148	5827
YOL041C	8949	7874	8235	9798	5531
YIL071C	434	593	982	764	665
YOL109W	10310	10528	27782	20881	16751
YER060W-A	514	883	462	504	230
YNR070W	296	536	384	350	258
YML130C	9355	12617	12086	13092	8038
YLR328W	4746	7856	4838	4306	3700
YBR228W	646	579	921	849	663
YNL246W	4017	5216	5471	4381	3989
YGR046W	850	1177	1751	2262	1244
YLR039C	2117	2743	4953	4755	3562
YNL097C	450	533	902	681	534
YDR039C	0	0	0	0	0
YBR090C	388	547	610	486	434
YGL057C	636	618	585	481	658
YER172C	6549	9486	9483	10880	6987
YDL184C	69366	51839	55477	64142	50541
YDL046W	8664	14009	22908	19314	17560
YLR162W	0	0	0	0	0
YKL224C	0	0	0	2	0
YEL058W	7228	12577	10856	8616	8418
YJR001W	12867	18905	19101	17281	13529
YMR148W	1145	1252	1704	1279	1205
YFL034C-A	7086	7728	7005	6962	5938
YFL034C-B	832	753	1285	1113	934
YML047C	4	4	0	6	8
YLR006C	1550	2596	3463	2540	2215
YKR102W	188	0	1249	638	1290
YER149C	1308	1313	1936	2032	1244
YER114C	4195	4943	6500	7335	4405
YHR127W	1505	1687	1700	2244	1151
YMR228W	1140	1448	1851	1893	1259
YLL062C	1140	1214	671	524	490
YHL014C	1193	1052	1406	1432	1032
YAL067W-A	0	0	0	0	0
YER045C	1452	1173	990	398	855
YMR028W	1053	1120	1407	1513	1031
YLR422W	3300	7314	5952	5861	4329
YLR093C	1569	2087	2692	1986	1937
YIR031C	271	638	694	581	519
YKR051W	1734	2130	3016	2161	2216
YJR030C	2075	2573	3692	3298	2744
YMR030W	194	216	463	329	303
YGL010W	670	1252	1512	1515	941
YDR034W-B	13	81	0	0	0
YDR064W	145866	181552	201797	181683	163494
YMR275C	2688	5325	4966	4597	3472
YIL020C	4726	5505	4606	5485	3691
YOR192C	176	367	408	390	227
YMR053C	336	780	623	374	313
YKR077W	768	1256	1102	948	739
YDR273W	102	203	74	74	36
YPR063C	4623	7519	7103	5323	5091
YGR231C	4291	6150	8014	7285	5149
YEL063C	10997	14406	12083	12251	8658
YDR454C	18287	19574	27581	26492	22232
YML021C	2139	2516	3185	2917	2291
YPR032W	1845	2829	3186	3272	2240
YHR050W-A	314	359	817	693	507
YJR130C	1441	1838	1730	1563	1128
YFL039C	155058	268788	308020	226015	248401
YPL173W	1323	1717	2211	2150	1539
YNL117W	72	151	143	81	97
YIL052C	51011	54978	59165	48963	42512
YPL064C	985	961	1729	1511	1238
YNR013C	12198	18014	13925	13573	10111
YHR073W	6116	8611	9344	9124	6887
YJL172W	9467	11326	15711	20622	11535
YDR151C	1693	3182	1738	1712	1264
YBL078C	114	257	491	311	352
YNL051W	1149	1373	2098	1922	1430
YKL024C	10073	11757	11490	10692	9276
YKL126W	4814	9859	12336	10147	8932
YDR306C	1357	1829	2296	1545	1478
YPL061W	50381	75124	176981	88699	143624
YLR370C	2642	3126	4192	3494	3365
YDR343C	108	235	271	107	191
YLR387C	3038	3857	4165	4230	3193
YAL034C	821	547	1283	1047	959
YNR039C	2961	2793	3122	3550	2349
YAL043C	3484	3440	5702	5591	4239
YIL165C	124	151	327	317	263
YER042W	2076	2584	5176	6206	3536
YHR146W	7466	6786	8344	11946	6015
YPL125W	4401	5974	5893	6461	4259
YDR289C	1176	1293	1609	1656	1151
YOL140W	4105	3805	3510	3897	2749
YAR035C-A	0	0	9	10	4
YLR305C	9342	15648	16265	16109	12163
YBR194W	280	473	827	692	637
YJL092W	2581	4001	3905	3657	2417
YMR316W	695	947	821	682	623
YIL038C	3945	4483	6667	6892	4526
YIL138C	3616	4061	3471	2925	2584
YIL143C	2797	4305	4676	5172	3384
YGR092W	1809	2482	2538	3436	1690
YJL207C	7033	9968	10449	15961	7726
YLR247C	2767	5209	3770	4356	2586
YOR038C	2616	3599	3366	3475	2735
YDL235C	3015	4144	2970	3169	2364
YOR057W	1998	2262	2380	2154	1607
YGL081W	77	100	63	26	31
YGR103W	32730	28672	20866	40766	15455
YGR178C	7226	11211	16037	15130	11352
YGR057C	858	799	1490	1990	990
YNL139C	4398	5788	6653	7134	4522
YGL143C	1076	1531	1899	1686	1340
YOL075C	2063	2655	4893	4935	3357
YBR294W	734	1040	79	54	38
YDL067C	2912	6380	5630	4560	4034
YOL020W	10182	16060	11302	10551	8158
YDR135C	17674	26299	22007	25681	14718
YMR256C	1378	2727	3674	2479	2310
YGL242C	1621	2078	2726	2424	2099
YOR252W	3414	2627	2680	3611	2004
YGR078C	1925	1958	3220	4510	2356
YGR007W	3589	4539	4045	6466	3354
YHL033C	35437	58778	84305	71241	56086
YHL044W	4	3	0	30	0
YER155C	10602	13682	14336	13624	9814
YDL154W	450	1280	768	992	460
YOR096W	93259	103724	106437	101261	88133
YEL035C	23	80	31	34	36
YPL250C	117	574	183	139	92
YNL148C	523	616	806	681	592
YGL119W	2112	2433	2872	2440	1844
YCR072C	5502	4370	5587	7897	4971
YNL194C	96	166	396	441	269
YCR023C	3632	5609	5024	4931	3542
YGR278W	774	882	1162	1549	1002
YBL057C	4862	5008	5475	5463	4397
YBR073W	790	1148	917	1029	612
YPR175W	2065	2391	2230	2300	1855
YDR172W	18333	23237	23137	24662	17217
YPR120C	1788	1692	1902	1873	1450
YBL041W	7147	9795	7679	7819	6121
YDL058W	7000	7504	8043	8068	5498
YNL214W	481	636	1010	912	734
YLR403W	5814	8222	7975	7536	5847
YPR180W	1205	1823	1562	1587	1256
YEL013W	5468	7754	12794	11527	9071
YPR040W	1021	1405	1371	1431	1064
YDR385W	99546	137710	105084	91148	83026
YDR480W	556	799	663	562	486
YMR182W-A	27	27	0	0	0
YML004C	5583	8992	10619	8573	7870
YLR023C	2844	5399	5840	4113	3853
YBR059C	3717	5553	7014	6104	4796
YDL198C	7748	12062	11715	8975	8302
YLR072W	1347	1762	2328	2068	1533
YER180C	1250	817	991	951	802
YGR212W	443	518	1305	1264	935
YJL011C	1863	1452	1406	1630	1125
YKL138C	1418	1659	3159	2260	2314
YPL093W	29767	36686	33199	41358	26860
YDR347W	3159	6193	6519	5779	4829
YPL188W	1881	3418	2387	2802	1723
YDR207C	1666	2122	1766	1893	1179
YLR264W	25427	45180	37454	36875	29697
YKR023W	1741	1749	1521	1592	1168
YDL218W	365	753	236	237	168
YKL038W	2403	5779	3362	2624	2387
YLR286C	32241	67913	37681	50036	29100
YNL016W	15306	20992	26609	23396	17831
YDL118W	9	26	38	38	25
YKL107W	25	59	67	59	39
YDL085W	38	122	132	99	52
YFL049W	1004	1019	1775	1814	1272
YKR018C	5378	9460	11569	10513	8085
YOR171C	2854	4247	8323	7749	5933
YKL003C	1496	2002	2135	1995	1777
YHR069C	3181	3834	4484	5127	3780
YPL042C	1471	2601	2435	1949	1964
YBL107C	1617	1918	2225	2298	1698
YFR025C	1223	1553	1893	1754	1516
YBR175W	2186	3625	2744	2685	2469
YDL035C	4580	5594	4678	3682	3372
YKL192C	10674	19199	15866	11986	11892
YIL041W	7755	13110	18693	16561	13236
YPR098C	1786	3075	3024	2186	2350
YNR009W	1525	2071	2371	2007	1838
YJR151C	211	630	997	534	729
YKL065C	4018	6029	7309	4936	5018
YJR046W	2799	4728	3062	4213	2323
YIL002W-A	1751	1761	2131	1738	1670
YFL023W	3569	2955	1523	2492	1155
YDR092W	1460	2061	2142	1801	1540
YPL108W	769	821	759	992	684
YBR171W	5309	3530	5879	6510	3942
YNL130C-A	13	13	16	17	15
YJL052C-A	1	0	1	0	0
YNL070W	1976	2483	1644	1329	1283
YMR185W	3174	3124	2807	3695	2230
YOR273C	1614	2396	1741	719	1024
YBR200W	1465	1952	2500	2509	1773
YNL262W	5988	7232	6534	7165	4728
YAR028W	0	12	759	602	583
YOL069W	910	1065	1395	1279	974
YLL042C	291	228	136	134	102
YDR412W	4648	4426	4177	4860	2939
YDR129C	12193	17542	26163	20491	22811
YBR157C	56	115	136	86	80
YCL036W	3842	3429	2534	3857	2283
YOL092W	12299	11709	19080	19942	13921
YOR077W	227	197	263	258	155
YOL043C	401	576	616	499	423
YDR402C	128	95	47	111	42
YIL026C	2681	2654	3885	3672	2729
YEL041W	355	971	661	578	564
YBL071W-A	956	1331	1132	1414	837
YNL244C	25011	21857	26871	27815	22836
YNR027W	1267	1874	1746	1654	1213
YLR438C-A	1460	1584	1333	1521	1101
YGL055W	55118	73738	102636	73020	87484
YBR092C	15014	11033	4079	4075	2509
YNL095C	4033	3653	3154	4879	2226
YDR529C	6880	16980	15626	12130	11075
YGR044C	60	68	2	11	2
YBL113C	44	42	100	114	68
YOR219C	2270	3072	2858	2776	1847
YLR135W	746	843	1291	1268	914
YPL226W	31837	43066	51288	50284	37693
YML018C	17477	17617	16225	18119	12733
YDL044C	1014	1320	1549	1706	856
YER112W	1834	1462	2467	2172	1582
YOR376W-A	23	76	49	30	25
YCR098C	170	458	553	386	322
YKR100C	3504	3644	4622	4630	3377
YIL084C	441	662	871	852	688
YOR302W	181	136	164	205	113
YER058W	237	426	405	258	306
YHL016C	612	422	386	268	118
YMR193W	1532	1932	2562	2283	1674
YLL039C	1274	2718	4688	3687	3773
YCR053W	21300	25158	34900	36052	25465
YML023C	2165	2735	3773	4024	3248
YMR272W-B	67	93	13	16	6
YLR091W	734	1044	1116	1038	883
YER047C	1216	1799	2123	2021	1656
YKR053C	1397	2313	893	1116	772
YML098W	1082	1612	1385	1622	1205
YLR420W	17901	16572	13394	11547	10000
YJR067C	764	898	1131	1252	957
YDL153C	11286	9660	8047	10864	6167
YMR071C	2294	2713	3559	3007	2667
YIR033W	5066	6660	7854	6833	6639
YGL016W	4970	7020	6085	11948	4166
YDL216C	316	391	1073	778	709
YMR120C	31262	45230	60112	50673	41603
YER029C	1689	1705	1640	1529	1119
YKR075C	309	405	550	1174	316
YOR194C	3401	3248	3577	3705	2510
YML045W	0	0	0	0	0
YMR200W	3835	4584	6785	6972	4850
YPR034W	2448	2988	3227	3604	2395
YGR233C	3992	4795	2973	3392	2128
YPR061C	157	307	368	262	242
YOR299W	3142	4947	5064	5146	4154
YDR224C	26318	21385	36879	31386	25899
YHR189W	108	360	182	296	100
YLR385C	40	191	156	217	85
YDL133C-A	47597	38162	39686	48401	38351
YLR218C	222	474	591	264	433
YBR138C	428	502	758	649	543
YNL162W	53472	66138	73975	57273	53750
YDR362C	1611	2538	4361	3124	2222
YNL115C	1721	2759	3607	3285	2411
YGL138C	6	8	4	4	0
YJL174W	5149	6155	7843	11816	5486
YLR298C	800	840	1122	999	831
YJR058C	1929	2479	2396	2304	1954
YPR156C	5994	8839	4764	3468	2477
YDR359C	2554	3431	3220	3202	2468
YKL124W	618	1190	1480	1172	840
YDR304C	10191	12729	14561	15241	11224
YKL171W	1071	1852	1823	1746	1300
YOR136W	5698	11593	17569	13136	10875
YJL056C	663	767	585	542	465
YPL063W	14772	18102	14801	15291	10308
YOL142W	3722	3866	4787	5026	4122
YDR287W	1263	886	1468	1017	1044
YGL209W	986	1296	1262	2544	693
YLR099W-A	445	1055	892	638	549
YGL041W-A	975	1046	1165	1151	861
YAL041W	2792	1589	5585	5968	4056
YPL127C	2297	3031	4166	3010	2908
YJL090C	1226	1305	1624	1842	1221
YBR196C	93899	144527	184051	127913	136794
YHR140W	63	27	292	222	182
YDR002W	18670	20355	26617	25677	21762
YOL164W	0	0	0	0	0
YNL039W	2045	2100	3099	3261	2189
YJL205C	310	388	460	623	421
YJR118C	3662	2501	4111	4139	2850
YBR072C-A	0	0	0	0	0
YLR245C	161	298	341	364	241
YGL083W	2173	2784	4932	5047	3579
YGR101W	1779	3333	3311	3367	2273
YDL237W	4119	5925	7173	6356	4671
YJR085C	1581	3325	4753	3639	3523
YOL077C	12895	12137	13619	16978	10088
YDR137W	1752	2019	2007	1977	1429
YHR031C	1844	1953	3311	3674	2706
YKL209C	194	498	523	338	269
YGL058W	1224	1124	1423	1360	1139
YDL061C	34192	47467	47695	35744	32728
YLR441C	152170	180199	184310	176118	140795
YIL010W	882	1086	2530	2130	1708
YEL033W	38869	41159	1080	1093	785
